SR_NUM	INSPECT_ID	STREET	ADDRESS_2	APT_FLOOR	CITY	STATE	ZIP	CENSUS_TRACT	REQUEST_TYPE	PROPERTY_TYPE	NUM_UNITS	EMERGENCY_TYPE	INSPECTOR_ID
HCE-20130401-3148	114558	323  UNION AVENUE 			NORTH VERSAILLES TOWNSHIP	PA	15137	55041	Complaint Housing	SINGLE FAMILY	1	SEWAGE	62
HCE-20130409-3233	114559	802  SOUTHERN AVENUE 			PITTSBURGH	PA	15211	31915	Complaint Housing	MULTI FAMILY	2	SEWAGE	46
HCE-20130123-2616	114560	3207  FARONIA STREET 		APT #4	PITTSBURGH	PA	15204	32022	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	83
HCE-20130207-2747	114561	6731  FRANKSTOWN AVENUE 			PITTSBURGH	PA	15208	31207	Community Environment	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20130515-3567	114562	950  SECOND AVENUE 	ALLEGHENY COUNTY JAIL		PITTSBURGH	PA	15219	30103	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130402-3171	114563	2353  TILBURY AVENUE 			PITTSBURGH	PA	15217	31408	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130322-3088	114567	7326 1/2  FOREST WAY 			PITTSBURGH	PA	15208	31302	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	88
HCE-20121107-7531	114568	5126  BLAIR STREET 			PITTSBURGH	PA	15207	31502	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	2
HCE-20130321-3105	114570	7115  RACE STREET 		#2	PITTSBURGH	PA	15208	31302	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20130125-2644	114571	7115  RACE STREET 		#1	PITTSBURGH	PA	15208	31302	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130430-3442	114572	917  BEECH AVENUE 			PITTSBURGH	PA	15233	32201	Community Environment	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20100331-3310	114573	1511  SOLES STREET 			MC KEESPORT	PA	15132	55523	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130402-3168	114579	515  BOGGSTON AVENUE 			PITTSBURGH	PA	15210	31809	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130408-3224	114580	303  ARABELLA STREET 			PITTSBURGH	PA	15210	33001	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130124-2634	114586	507  7TH STREET 			OAKMONT	PA	15139	55251	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130327-3130	114587	630  DEBORAH JANE DRIVE 		APT E	PLUM	PA	15235	55267	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	5
HCE-20130226-2871	115169	5536  BAYWOOD STREET 			PITTSBURGH	PA	15206	31113	Community Environment	MULTI FAMILY	4	NON EMERGENCY	15
HCE-20130304-2930	115170	322  HAYS AVENUE 		1ST FLR	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	2	SEWAGE	18
HCE-20130228-2901	115172	1724  SOLES STREET 			MC KEESPORT	PA	15132	55523	Complaint Housing	SINGLE FAMILY	1	NO HEAT	4
HCE-20130314-3022	115173	602  MORGAN STREET 		APT#4	PITTSBURGH	PA	15219	30508	Complaint Housing	MULTI FAMILY	5	NON EMERGENCY	4
HCE-20130307-2960	115175	611  HEMLOCK STREET 			AVALON	PA	15202	54324	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20121120-7646	115177	421  SOUTH AVENUE 		APT. 1	WILKINSBURG	PA	15221	55604	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	1
HCE-20120511-4242	115191	186  43RD 1/2 STREET 			PITTSBURGH	PA	15201	30901	Complaint Housing	SINGLE FAMILY	1	NO WATER	3
HCE-20130401-3153	115192	944  LINCOLN WAY 		1ST FLOOR	MC KEESPORT	PA	15132	55512	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20130212-2772	115193	2789  BROADWAY BOULEVARD 		APT 4	MONROEVILLE	PA	15146	55717	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	5
HCE-20130409-3239	115194	1311  CRAIG STREET 			MC KEESPORT	PA	15132	55520	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130507-3494	115198	3417  LIBERTY AVENUE 			PITTSBURGH	PA	15201	30604	Complaint Housing	SINGLE FAMILY	39	NON EMERGENCY	41
HCE-20130416-3299	115202	212 - 214 S 6TH STREET 			DUQUESNE	PA	15110	54868	Community Environment	MULTI FAMILY	2	NON EMERGENCY	62
HCE-20130325-3096	115203	7424  MONTICELLO STREET 			PITTSBURGH	PA	15208	31302	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20120921-7034	115746	103 S ELEVENTH STREET 			PITTSBURGH	PA	15203	31702	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20120516-4734	115749	135  MCINTYRE ROAD 			ROSS TOWNSHIP	PA	15237	55621	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20120730-5832	115750	1522  DAGMAR AVENUE 			PITTSBURGH	PA	15216	31916	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	28
HCE-20121113-7569	115751	801  DOHRMAN STREET 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20121116-7615	115752	807  8TH STREET 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20120817-6054	115753	149  VICTORIA DRIVE 		APT A	BRENTWOOD	PA	15227	54781	Complaint Housing	MULTI FAMILY	5	SEWAGE	46
HCE-20121112-7581	115754	120  VICTORIA DRIVE 			BRENTWOOD	PA	15227	54781	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	46
HCE-20121116-7616	115755	809  8TH STREET 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	3	NON EMERGENCY	88
HCE-20120814-5976	115756	133 W SIXTEENTH AVENUE 			HOMESTEAD	PA	15120	54838	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20121220-7870	115758	911  FIFTH AVENUE 		APT D	CORAOPOLIS	PA	15108	54507	Complaint Housing	MULTI FAMILY	3	NO HEAT	41
HCE-20120806-5861	115759	2809  HIGHLAND AVENUE 			MC KEESPORT	PA	15132	55519	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130114-2542	115760	DUMPSTERS  ALONG VICTORIA & PEARL DRIVE 			BRENTWOOD	PA	15227		Community Environment	MULTI FAMILY	1	NON EMERGENCY	46
HCE-20121120-7641	115761	151  38TH STREET 			PITTSBURGH	PA	15201	30603	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20121120-7642	115762	153  38TH STREET 			PITTSBURGH	PA	15201	30603	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120907-6856	115764	226  RUXTON STREET 			PITTSBURGH	PA	15211	31807	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20121120-7646	115770	421  SOUTH AVENUE 		APT. 1	WILKINSBURG	PA	15221	55604	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	1
HCE-20120912-6936	115771	706  MIDWAY DRIVE 			O'HARA	PA	15215	54212	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20121029-7426	115773	1013  LARIMER AVENUE 		#2	WILKINS	PA	15145	55201	Complaint Housing	MULTI FAMILY	2	NO HEAT	5
HCE-20120717-5610	115775	5487  HAYS STREET 			PITTSBURGH	PA	15206	31113	Community Environment	MULTI FAMILY	4	NON EMERGENCY	15
HCE-20120823-6169	115778	5224  POE WAY 			PITTSBURGH	PA	15201	31011	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20121011-7253	115779	6425  DEARY STREET 			PITTSBURGH	PA	15206	31203	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20121220-7865	115780	906  WOODWARD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20121217-7842	115781	1426  CHISLETT STREET 			PITTSBURGH	PA	15206	31014	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20120912-6903	115783	5522  KENTUCKY AVENUE 			PITTSBURGH	PA	15232	30703	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130417-3318	114589	102  IVY STREET 			WILKINS	PA	15145	55202	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130415-3323	114590	303  HEMLOCK DRIVE 			MOON TOWNSHIP	PA	15108	54515	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130507-3480	114591	1251  HOLLYWOOD STREET 			PITTSBURGH	PA	15205	32815	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130201-2702	114592	226  PARKFIELD STREET 			PITTSBURGH	PA	15210	32901	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120928-7108	114593	2515  JENNY LIND STREET 			MC KEESPORT	PA	15132	55523	Complaint Housing	SINGLE FAMILY	1	NO WATER	4
HCE-20130417-3312	114594	5924  SMITHFIELD STREET 			ELIZABETH TOWNSHIP	PA	15135	54965	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130416-3325	114595	1808  WESLEY STREET 			MC KEESPORT	PA	15132	55513	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130419-3352	114596	1911  MCCLURE STREET 			HOMESTEAD	PA	15120	54838	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130520-3606	114597	6941  WILTSIE STREET 			PITTSBURGH	PA	15206	31201	Complaint Housing	SINGLE FAMILY	1	NO WATER	5
HCE-20130318-3046	114598	2257  LAKETON ROAD 			WILKINSBURG	PA	15221	55614	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	1
HCE-20130520-3617	114599	555  CARNIVAL DRIVE 			PLUM	PA	15239	55269	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130408-3219	114600	2789  BROADWAY BOULEVARD 		APT 2	MONROEVILLE	PA	15146	55717	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	5
HCE-20130408-3220	114601	1208  CENTER AVENUE 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20120702-5389	114602	1033  SIXTH AVENUE 			BRACKENRIDGE	PA	15014	54020	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	1
HCE-20130222-2831	114604	1937  FIFTH AVENUE 		APT 2	PITTSBURGH	PA	15219	30314	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130212-2771	114606	421  OAK STREET 			BRADDOCK	PA	15104	55138	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130327-3121	114607	615  BENWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130225-2852	114608	28  WOOD STREET 			BRADDOCK	PA	15104	55138	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130107-2471	114609	363  NEGLEY AVENUE 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20121226-7893	114612	4713  MARIPOE STREET 			PITTSBURGH	PA	15213	30810	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130220-2813	114613	1615  AURELIUS STREET 		APT#2	SWISSVALE	PA	15218	55154	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20130102-1005	114615	203  OAK MANOR PLACE 			PENN HILLS	PA	15235	55658	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	19
HCE-20130124-2635	114616	1729 S CANAL STREET 			SHARPSBURG	PA	15215	54240	Community Environment	MULTI FAMILY	2	NON EMERGENCY	19
HCE-20130327-3126	114617	101  MUNSEY AVENUE 			BRENTWOOD	PA	15227	54781	Complaint Housing	MULTI FAMILY	2	NO WATER	46
HCE-20130308-2993	114618	353  MARYLEA AVENUE 			BRENTWOOD	PA	15227	54781	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	46
HCE-20130303-2977	114619	DUMPSTERS  ALONG SKYLINE DRIVE 			BALDWIN	PA	15227	54807	Community Environment	MULTI FAMILY	1	NON EMERGENCY	46
HCE-20130401-3147	114623	523  ALPINE AVENUE 			PITTSBURGH	PA	15212	32503	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130205-2726	114626	2722  GLENMAWR AVENUE 			PITTSBURGH	PA	15204	32018	Complaint Housing	SINGLE FAMILY	1	SEWAGE	83
HCE-20121210-7791	114627	1612  LOWRIE STREET 		#3	PITTSBURGH	PA	15212	32406	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	83
HCE-20130207-2750	114628	1213  ITIN STREET 			PITTSBURGH	PA	15212	32411	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130305-2945	114629	1402  WILSON STREET 			MC KEESPORT	PA	15132	55520	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130328-3137	115205	100  HIGHLAND PINES DRIVE 		APT #21	ROSS TOWNSHIP	PA	15237	55623	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	83
HCE-20120718-5591	115207	1342  LINCOLN AVENUE 			PITTSBURGH	PA	15206	31202	Complaint Housing	SINGLE FAMILY	1	NO WATER	88
HCE-20120210-3459	115208	2710  HIGHLAND AVENUE 			MC KEESPORT	PA	15132	55519	Complaint Housing	SINGLE FAMILY	1	NO WATER	4
HCE-20080428-3653	115214	1100  HALL STREET 			PITTSBURGH	PA	15212	32706	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130423-3373	115215	106  LAUGHLIN AVENUE 			PITTSBURGH	PA	15210	32902	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120820-6066	115216	111  HILANDS PLACE 	GOVERNORS RIDGE		ROSS TOWNSHIP	PA	15237	55622	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130412-3277	115217	706  ALLEGHENY RIVER BOULEVARD 			VERONA	PA	15147	55240	Community Environment	MULTI FAMILY	2	NON EMERGENCY	11
HCE-20130603-4190	115220	129  KEEVER AVENUE 			PITTSBURGH	PA	15205	32811	Complaint Housing	SINGLE FAMILY	1	SEWAGE	41
HCE-20101119-7371	115227	182  THIRTYSIXTH STREET 			PITTSBURGH	PA	15201	30603	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	28
HCE-20120713-5562	115236	5929  GRUBBS ROAD 			RICHLAND TOWNSHIP	PA	15044	54081	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130510-3536	115239	6626  BRAINARD STREET 			PITTSBURGH	PA	15206	31203	Complaint Housing	SINGLE FAMILY	1	NO WATER	88
HCE-20130123-2613	115794	237  BURROWS STREET 		APT. B	PITTSBURGH	PA	15213	30411	Complaint Housing	MULTI FAMILY	2	NO HEAT	18
HCE-20120822-6126	115796	3774  EAST STREET 			PITTSBURGH	PA	15214	32602	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20120831-6287	115797	4552  FRIENDSHIP AVENUE 			PITTSBURGH	PA	15224	30903	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20120910-6869	115798	226  SEWARD STREET 			PITTSBURGH	PA	15211	31911	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	46
HCE-20121002-7155	115799	230  PARKFIELD STREET 			PITTSBURGH	PA	15210	32901	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	28
HCE-20120820-6068	115800	3918  HOWLEY STREET 		1ST FLR	PITTSBURGH	PA	15224	30604	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130129-2661	115802	345  CORNELL AVENUE 		1ST FL	WEST VIEW	PA	15229	54302	Complaint Housing	MULTI FAMILY	4	NO HEAT	83
HCE-20121221-7879	115803	442  WILLIAM STREET 	AKA 441 HAYS AVE.	#1	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130115-2543	115804	604  HAYS AVENUE 			MOUNT OLIVER	PA	15210	54810	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130116-2557	115816	914  ARLINGTON AVENUE 		APT 1	PITTSBURGH	PA	15203	31808	Complaint Housing	MULTI FAMILY	2	NO HEAT	11
HCE-20120831-6282	115817	120  1ST STREET 			NEVILLE	PA	15225	54610	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20121012-7264	115818	303  HEMLOCK DRIVE 			MOON TOWNSHIP	PA	15108	54515	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20121211-7809	115819	36  MILTENBERGER STREET 			PITTSBURGH	PA	15219	30103	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20121010-7242	115820	201 E CORTLAND DRIVE 			KENNEDY TOWNSHIP	PA	15136	54602	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	2
HCE-20130320-3060	114630	995  FREEPORT ROAD 		3RD FLOOR	EAST DEER	PA	15030	54040	Complaint Housing	MULTI FAMILY	3	NO WATER	1
HCE-20130312-3016	114631	3448 1/2  DENNY STREET 			PITTSBURGH	PA	15201	30604	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120613-5113	114632	460  CEDARVILLE STREET 			PITTSBURGH	PA	15224	30802	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130401-3148	114633	323  UNION AVENUE 			NORTH VERSAILLES TOWNSHIP	PA	15137	55041	Complaint Housing	SINGLE FAMILY	1	SEWAGE	62
HCE-20130401-3170	114636	1514  MONTEREY STREET 			PITTSBURGH	PA	15212	32503	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130310-2980	114638	2305  MILLIGAN AVENUE 			NORTH VERSAILLES TOWNSHIP	PA	15137	55041	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130422-3351	114639	1706  PARKLINE DRIVE 		APT 3	WHITEHALL	PA	15227	54773	Complaint Housing	SINGLE FAMILY	1	NO HEAT	46
HCE-20130322-3091	114640	1732  SKYLINE DRIVE 	A/ K/ A 1700-1774 SKYLINE DR.		WHITEHALL	PA	15227	54773	Complaint Housing	MULTI FAMILY	39	NON EMERGENCY	46
HCE-20130130-2672	114641	5509  BLACK STREET 		APT#2	PITTSBURGH	PA	15206	31113	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	15
HCE-20130128-2647	114642	1427  ADAMS STREET 			PITTSBURGH	PA	15233	32107	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20121130-7725	114647	7429  PARK AVENUE 			SWISSVALE	PA	15218	55153	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20121130-7726	114648	7425  PARK AVENUE 			SWISSVALE	PA	15218	55153	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130314-3042	114650	801  DOHRMAN STREET 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	4	NON EMERGENCY	88
HCE-20130314-3041	114654	816  WOODWARD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	3	NON EMERGENCY	88
HCE-20130314-3040	114655	814  WOODWARD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130226-2856	114661	213  DINWIDDIE STREET 		APT#1	PITTSBURGH	PA	15219	30314	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20130404-3192	114662	3452  LIGONIER STREET 			PITTSBURGH	PA	15201	30603	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120820-6068	114663	3918  HOWLEY STREET 		1ST FLR	PITTSBURGH	PA	15224	30604	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130311-2982	114665	40  KENDALL AVENUE 			BELLEVUE	PA	15202	54311	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	2
HCE-20130315-3028	114666	266 W STATE AVENUE 			OAKDALE	PA	15071	54550	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130301-2915	114667	3204  FIFTH AVENUE 			NORTH VERSAILLES TOWNSHIP	PA	15137	55042	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130301-2919	115243	102  IRELAND WAY 			PITTSBURGH	PA	15212	32715	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130301-2921	115244	104  IRELAND WAY 			PITTSBURGH	PA	15212	32715	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130226-2884	115245	801  DOHRMAN STREET 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	MULTI FAMILY	4	NON EMERGENCY	88
HCE-20130318-3050	115246	213  ALTER AVENUE 			PITTSBURGH	PA	15106	32805	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130412-3286	115249	728  RIDGE AVENUE 			STOWE TOWNSHIP	PA	15136		Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20121211-7795	115251	8174  CHASKE STREET 			PENN HILLS	PA	15147	55650	Complaint Housing	SINGLE FAMILY	1	SEWAGE	19
HCE-20130411-3256	115256	132  FREMONT STREET 			MOUNT OLIVER	PA	15210	54810	Complaint Housing	SINGLE FAMILY	1	SEWAGE	18
HCE-20120601-4960	115257	1620  GRANDVIEW AVENUE 			NORTH BRADDOCK	PA	15104	55120	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130326-3106	115262	147  JUCUNDA STREET 			PITTSBURGH	PA	15210	33001	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130301-2964	115265	815  MAPLE AVENUE 			TURTLE CREEK	PA	15145	55094	Complaint Housing	SINGLE FAMILY	1	NO HEAT	5
HCE-20130411-3250	115268	2515  ELBA STREET 			PITTSBURGH	PA	15219	30502	Complaint Housing	SINGLE FAMILY	1	SEWAGE	4
HCE-20121012-7264	115269	303  HEMLOCK DRIVE 			MOON TOWNSHIP	PA	15108	54515	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20130225-2900	115270	152  COMRIE AVENUE 			BRADDOCK	PA	15104	55138	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20120730-5840	115271	308  COMRIE AVENUE 			BRADDOCK	PA	15104	55138	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	5
HCE-20130226-2874	115273	2628  BEDFORD AVENUE 			PITTSBURGH	PA	15219	30509	Complaint Housing	SINGLE FAMILY	1	SEWAGE	4
HCE-20121015-7274	115274	5758  HOWE STREET 			PITTSBURGH	PA	15232	30706	Complaint Housing	MULTI FAMILY	8	NON EMERGENCY	18
HCE-20130111-2517	115277	2035  FAIRLAND STREET 			PITTSBURGH	PA	15210	33204	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20120905-6827	115823	702  FRANKLIN STREET 			MC KEESPORT	PA	15132	55512	Complaint Housing	SINGLE FAMILY	1	UTILITY TERMINATION	4
HCE-20120928-7108	115824	2515  JENNY LIND STREET 			MC KEESPORT	PA	15132	55523	Complaint Housing	SINGLE FAMILY	1	NO WATER	4
HCE-20130124-2621	115825	2507  BEDFORD AVENUE 	BEDFORD DWELLINGS	APT 300	PITTSBURGH	PA	15219	30509	Complaint Housing	MULTI FAMILY	6	NO HEAT	4
HCE-20121026-7401	115826	660  1ST STREET 			BRADDOCK	PA	15104	55138	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20120702-5389	115828	1033  SIXTH AVENUE 			BRACKENRIDGE	PA	15014	54020	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	1
HCE-20130118-2579	115829	402  GIFFIN AVENUE 			MOUNT OLIVER	PA	15210	54810	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20120702-5396	115833	438  WILLIAM STREET 		APT. 3	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	18
HCE-20130114-2538	115835	2006  DE RUAD STREET 		APT 1	PITTSBURGH	PA	15219	30411	Complaint Housing	MULTI FAMILY	6	NON EMERGENCY	18
HCE-20130102-1005	115837	203  OAK MANOR PLACE 			PENN HILLS	PA	15235	55658	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	11
HCE-20121220-7871	115839	738  MONONGAHELA AVENUE 		APT #2	GLASSPORT	PA	15045	54994	Complaint Housing	MULTI FAMILY	5	NO HEAT	62
HCE-20130111-2514	115840	750  DETROIT AVENUE 			GLASSPORT	PA	15045	54994	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20120404-3880	115842	537  VERMONT AVENUE 			GLASSPORT	PA	15045	54994	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20120411-3937	115845	92  EINHOUSE DRIVE 			MC CANDLESS	PA	15090	54131	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130204-2718	115846	716 N BRADDOCK AVENUE 			PITTSBURGH	PA	15208	31304	Complaint Housing	SINGLE FAMILY	1	NO HEAT	88
HCE-20130211-2756	115849	740  MONONGAHELA AVENUE 		APT #2	GLASSPORT	PA	15045		Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20121031-7452	115851	812  BROOKLINE BOULEVARD 			PITTSBURGH	PA	15226	31918	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	46
HCE-20121231-7923	115853	410  KIRKPATRICK STREET 		APT #1	PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	19	NON EMERGENCY	4
HCE-20130205-2730	115859	308  MERRIMAC STREET 			PITTSBURGH	PA	15211	31903	Complaint Housing	SINGLE FAMILY	1	SEWAGE	46
HCE-20130408-3311	114668	6 N THIRD STREET 			DUQUESNE	PA	15110	54867	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130118-2600	114669	825  5TH AVENUE 			NORTH VERSAILLES TOWNSHIP	PA	15035	55043	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130326-3108	114670	3725  CROOKED RUN ROAD 			NORTH VERSAILLES TOWNSHIP	PA	15137		Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130321-3073	114671	5915  MEADE STREET 			ELIZABETH TOWNSHIP	PA	15135	54965	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20120206-3409	114672	13  PRIDE STREET 			PITTSBURGH	PA	15219	30103	Complaint Housing	PROPERTY TYPE N/A	1	NON EMERGENCY	41
HCE-20130312-2989	114673	305  STANFORD AVENUE 		APT #2	WEST VIEW	PA	15229	54302	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	83
HCE-20120703-5411	114676	645  HOLLACE STREET 			PITTSBURGH	PA	15219	30508	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	28
HCE-20130409-3230	114677	718  RAVENSWOOD AVENUE 			ROSS TOWNSHIP	PA	15202	55626	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
